year,filename,perplexity
1991,1991_Thinktank_CR_CFR_6.txt_chunk8,145.2054901123047
1991,1991_Thinktank_CR_CFR_6.txt_chunk23,97.89385223388672
1991,1991_Thinktank_CR_CFR_6.txt_chunk5,87.91197204589844
1991,1991_Thinktank_CR_CFR_6.txt_chunk6,88.55087280273438
1991,1991_Thinktank_CR_CFR_6.txt_chunk7,45.57837677001953
1991,1991_Thinktank_CR_CFR_6.txt_chunk3,47.122947692871094
1991,1991_Thinktank_CR_CFR_73.txt_chunk1,56.479854583740234
1991,1991_Thinktank_CR_CFR_73.txt_chunk2,39.27378463745117
1991,1991_Thinktank_CR_CFR_6.txt_chunk13,42.3130989074707
1991,1991_Thinktank_CR_CFR_6.txt_chunk14,45.06119918823242
1991,1991_Thinktank_CR_CFR_6.txt_chunk15,99.4063491821289
1991,1991_Thinktank_CR_CFR_6.txt_chunk16,78.08370971679688
1991,1991_Thinktank_CR_Heritage_68.txt_chunk3,51.228328704833984
1991,1991_Thinktank_CR_Heritage_68.txt_chunk2,113.05298614501953
1991,1991_Thinktank_CR_CFR_6.txt_chunk1,79.77973937988281
1991,1991_Thinktank_CR_CFR_6.txt_chunk2,102.00992584228516
1991,1991_Thinktank_CR_CFR_6.txt_chunk12,65.93473815917969
1991,1991_Thinktank_CR_CFR_6.txt_chunk11,67.25981140136719
1991,1991_Thinktank_CR_CFR_6.txt_chunk10,105.89942932128906
1992,1992_Heritage_MFN.txt_chunk5,50.95549392700195
1992,1992_Heritage_MFN.txt_chunk6,20.51308250427246
1992,1992_Heritage_MFN.txt_chunk21,26.501331329345703
1992,1992_Heritage_MFN.txt_chunk22,19.544084548950195
1992,1992_Heritage_MFN.txt_chunk23,22.561664581298828
1992,1992_Heritage_MFN.txt_chunk18,28.42278480529785
1992,1992_Heritage_MFN.txt_chunk3,41.86323165893555
1992,1992_Heritage_MFN.txt_chunk4,45.00858688354492
1992,1992_Heritage_MFN.txt_chunk19,24.79818344116211
1992,1992_Heritage_MFN.txt_chunk20,18.878259658813477
1992,1992_Heritage_MFN.txt_chunk13,24.013776779174805
1992,1992_Heritage_MFN.txt_chunk11,15.570160865783691
1992,1992_Heritage_MFN.txt_chunk12,25.89829444885254
1992,1992_Heritage_MFN.txt_chunk14,18.320449829101562
1992,1992_Heritage_MFN.txt_chunk1,26.926015853881836
1992,1992_Heritage_MFN.txt_chunk2,36.58248519897461
1992,1992_Heritage_MFN.txt_chunk0,24.61301040649414
1992,1992_Heritage_MFN.txt_chunk10,22.05178451538086
1992,1992_Heritage_MFN.txt_chunk7,28.55035972595215
1992,1992_Heritage_MFN.txt_chunk8,32.185733795166016
1992,1992_Heritage_MFN.txt_chunk9,19.25438117980957
1992,1992_Heritage_MFN.txt_chunk15,26.065385818481445
1992,1992_Heritage_MFN.txt_chunk16,22.366315841674805
1992,1992_Heritage_MFN.txt_chunk17,23.308382034301758
1993,1993_Thinktank_CR_AEI_77.txt_chunk33,103.12924194335938
1993,1993_Thinktank_CR_AEI_77.txt_chunk32,100.3260726928711
1993,1993_Thinktank_CR_AEI_77.txt_chunk27,103.59900665283203
1993,1993_Thinktank_CR_Heritage_47.txt_chunk7,35.38068771362305
1993,1993_Thinktank_CR_Heritage_47.txt_chunk6,60.22808837890625
